password,score,label
000000,0,weak
11111,0,weak
eeeeeee,24,weak
xxxxx,14,weak
aaaaaaa,24,weak
ggggggg,24,weak
22222222,0,weak
ffff,9,weak
jjjjjjj,24,weak
zzzzzzzz,29,weak
ggggg,14,weak
eeeeee,19,weak
mmmmmm,19,weak
mmmmmmmm,29,weak
zzzz,9,weak
ooooooo,24,weak
555555,0,weak
rrrrrrr,24,weak
wwwwwww,24,weak
zzzzzzz,24,weak
666666,0,weak
jjjjjjj,24,weak
gggg,9,weak
qqqqqqq,24,weak
55555,0,weak
iiii,9,weak
gggg,9,weak
eeeeeee,24,weak
bbbbb,14,weak
yyyyyyyy,29,weak
uuuuu,14,weak
tttttttt,29,weak
gggg,9,weak
7777777,0,weak
33333,0,weak
sssssss,24,weak
55555555,0,weak
qqqqqqqq,29,weak
vvvvvvvv,29,weak
8888,0,weak
ccccccc,24,weak
hhhhhhh,24,weak
222222,0,weak
yyyyyyy,24,weak
3333,0,weak
ccccc,14,weak
999999,0,weak
kkkkkkk,24,weak
11111,0,weak
ttttttt,24,weak
5555,0,weak
55555555,0,weak
88888888,0,weak
4444444,0,weak
99999,0,weak
6666,0,weak
zzzzzz,19,weak
55555555,0,weak
yyyyyyyy,29,weak
wwwwww,19,weak
uuuu,9,weak
bbbbbbbb,29,weak
ccccc,14,weak
xxxxxx,19,weak
bbbbbb,19,weak
yyyy,9,weak
111111,0,weak
wwwwwww,24,weak
wwww,9,weak
ppppp,14,weak
pppppp,19,weak
ffff,9,weak
tttt,9,weak
vvvvv,14,weak
bbbbbbbb,29,weak
uuuu,9,weak
3333333,0,weak
6666666,0,weak
rrrr,9,weak
44444444,0,weak
bbbbbb,19,weak
yyyyyyyy,29,weak
yyyyyy,19,weak
ggggggg,24,weak
ggggg,14,weak
vvvvvvv,24,weak
666666,0,weak
kkkkkkkk,29,weak
tttttt,19,weak
11111,0,weak
5555,0,weak
88888,0,weak
ssssss,19,weak
dddddd,19,weak
zzzzz,14,weak
ffffffff,29,weak
gggggggg,29,weak
vvvvvv,19,weak
eeeeeeee,29,weak
7777777,0,weak
11111,0,weak
wwww,9,weak
tttttttt,29,weak
ttttttt,24,weak
888888,0,weak
mmmmmmm,24,weak
zzzzzz,19,weak
6666666,0,weak
99999,0,weak
bbbbbbbb,29,weak
llllllll,29,weak
55555,0,weak
333333,0,weak
88888888,0,weak
11111111,0,weak
dddddddd,29,weak
mmmmmm,19,weak
33333,0,weak
ppppp,14,weak
ttttttt,24,weak
000000,0,weak
eeeee,14,weak
000000,0,weak
sssss,14,weak
qqqqqqqq,29,weak
ppppppp,24,weak
pppp,9,weak
jjjjj,14,weak
bbbbb,14,weak
ttttttt,24,weak
55555555,0,weak
1111111,0,weak
ccccc,14,weak
kkkkkk,19,weak
iiii,9,weak
qqqqqq,19,weak
99999,0,weak
ccccccc,24,weak
bbbb,9,weak
ffffff,19,weak
tttt,9,weak
000000,0,weak
fffffff,24,weak
iiiii,14,weak
hhhhhhhh,29,weak
6666,0,weak
77777777,0,weak
777777,0,weak
5555,0,weak
pppppppp,29,weak
hhhhhh,19,weak
vvvvvvvv,29,weak
yyyyy,14,weak
11111,0,weak
jjjj,9,weak
lllll,14,weak
rrrrrrr,24,weak
000000,0,weak
ddddddd,24,weak
888888,0,weak
hhhhhh,19,weak
8888888,0,weak
44444,0,weak
rrrrr,14,weak
xxxxxxx,24,weak
xxxxxx,19,weak
bbbbbbbb,29,weak
cccc,9,weak
pppppp,19,weak
9999999,0,weak
tttttt,19,weak
hhhhhhhh,29,weak
ppppppp,24,weak
yyyy,9,weak
zzzzzz,19,weak
tttt,9,weak
pppppp,19,weak
nnnnn,14,weak
222222,0,weak
0000,0,weak
rrrr,9,weak
5555555,0,weak
000000,0,weak
1111,0,weak
kkkkkk,19,weak
6666,0,weak
wwwwwww,24,weak
999999,0,weak
3333,0,weak
ddddd,14,weak
22222,0,weak
aaaaaaa,24,weak
mmmmmm,19,weak
uuuuuuuu,29,weak
ffff,9,weak
kkkkk,14,weak
77777,0,weak
000000,0,weak
2222222,0,weak
iiiiii,19,weak
llllllll,29,weak
uuuuuu,19,weak
mmmm,9,weak
000000,0,weak
lllllll,24,weak
yyyyyyyy,29,weak
oooo,9,weak
bbbbbbbb,29,weak
oooo,9,weak
33333,0,weak
qqqqq,14,weak
ddddddd,24,weak
11111111,0,weak
qqqqq,14,weak
ffffff,19,weak
kkkkkkkk,29,weak
hhhh,9,weak
7777777,0,weak
3333333,0,weak
hhhhh,14,weak
nnnnn,14,weak
rrrrrr,19,weak
5555555,0,weak
iiiiiii,24,weak
nnnnnnnn,29,weak
nnnnnn,19,weak
mmmmmmm,24,weak
lllllll,24,weak
jjjj,9,weak
ssssss,19,weak
pppppppp,29,weak
22222,0,weak
xxxxxxxx,29,weak
3333,0,weak
aaaaaaa,24,weak
iiiiii,19,weak
zzzzz,14,weak
yyyyyyy,24,weak
qqqq,9,weak
gggggggg,29,weak
dddd,9,weak
vvvvv,14,weak
444444,0,weak
cccc,9,weak
qqqqqqqq,29,weak
yyyyyy,19,weak
zzzzzz,19,weak
iiiiiiii,29,weak
cccccccc,29,weak
llllll,19,weak
kkkkkkkk,29,weak
555555,0,weak
33333,0,weak
ffffff,19,weak
7777777,0,weak
jjjjjj,19,weak
hhhhhh,19,weak
ccccc,14,weak
555555,0,weak
xxxxxxx,24,weak
ssssss,19,weak
qqqqqqqq,29,weak
uuuuuuu,24,weak
kkkkkk,19,weak
55555,0,weak
9999999,0,weak
ddddd,14,weak
jjjj,9,weak
ooooo,14,weak
ccccccc,24,weak
qqqqq,14,weak
3333333,0,weak
hhhhhhh,24,weak
ccccccc,24,weak
wwwwwwww,29,weak
5555555,0,weak
5555,0,weak
jjjj,9,weak
wwww,9,weak
nnnnnn,19,weak
lllll,14,weak
666666,0,weak
nnnnnnnn,29,weak
aaaaaaaa,29,weak
lllllll,24,weak
eeeee,14,weak
5555,0,weak
vvvv,9,weak
ssss,9,weak
zzzzzz,19,weak
gggggg,19,weak
jjjj,9,weak
fffffff,24,weak
4444444,0,weak
rrrrrrrr,29,weak
aaaaaa,19,weak
cccccccc,29,weak
222222,0,weak
iiiii,14,weak
dddddd,19,weak
uuuu,9,weak
eeeeeeee,29,weak
yyyy,9,weak
zzzzzz,19,weak
lllll,14,weak
zzzz,9,weak
bbbbb,14,weak
kkkkkkk,24,weak
zzzzzz,19,weak
jjjj,9,weak
ttttttt,24,weak
111111,0,weak
iiiiii,19,weak
gggggg,19,weak
66666,0,weak
5555555,0,weak
yyyyyyy,24,weak
rrrrrrrr,29,weak
1111,0,weak
111111,0,weak
lllllll,24,weak
1111,0,weak
cccccccc,29,weak
vvvvvvv,24,weak
ooooo,14,weak
55555555,0,weak
7777,0,weak
sssssss,24,weak
1111,0,weak
444444,0,weak
jjjjj,14,weak
ttttt,14,weak
7777777,0,weak
ssssssss,29,weak
dddddddd,29,weak
eeee,9,weak
6666,0,weak
6666666,0,weak
0000,0,weak
33333333,0,weak
qqqqqq,19,weak
qqqqqqqq,29,weak
ffffffff,29,weak
bbbb,9,weak
33333,0,weak
lllllll,24,weak
cccc,9,weak
000000,0,weak
uuuuuuuu,29,weak
3333333,0,weak
qqqqqq,19,weak
lllll,14,weak
llll,9,weak
qqqq,9,weak
11111111,0,weak
bbbb,9,weak
zzzz,9,weak
aaaaa,14,weak
4444444,0,weak
zzzzzzzz,29,weak
555555,0,weak
xxxxxxx,24,weak
tttt,9,weak
iiiii,14,weak
aaaaa,14,weak
hhhh,9,weak
mmmm,9,weak
nnnnnnn,24,weak
jjjjj,14,weak
11111111,0,weak
mmmm,9,weak
ttttttt,24,weak
jjjjjjj,24,weak
1111,0,weak
hhhhh,14,weak
jjjjjjj,24,weak
5555555,0,weak
bbbbbbb,24,weak
ppppp,14,weak
ssssssss,29,weak
zzzz,9,weak
vvvv,9,weak
ggggggg,24,weak
0000000,0,weak
999999,0,weak
ccccccc,24,weak
zzzzzzz,24,weak
66666666,0,weak
55555,0,weak
dddddddd,29,weak
bbbbbbb,24,weak
uuuuuuuu,29,weak
eeeeee,19,weak
0000000,0,weak
hhhhhhh,24,weak
wwwwwww,24,weak
1111,0,weak
kkkkkk,19,weak
mmmmmmm,24,weak
wwwwwww,24,weak
oooooooo,29,weak
oooooooo,29,weak
vvvvvvvv,29,weak
33333,0,weak
sssssss,24,weak
000000,0,weak
44444,0,weak
nnnnnn,19,weak
fffffff,24,weak
iiiii,14,weak
mmmmm,14,weak
5555,0,weak
0000000,0,weak
ttttt,14,weak
nnnnnnnn,29,weak
dddd,9,weak
wwwwww,19,weak
wwwww,14,weak
llllllll,29,weak
cccc,9,weak
vvvvvvv,24,weak
hhhhhhhh,29,weak
oooo,9,weak
99999,0,weak
555555,0,weak
vvvvvv,19,weak
cccccccc,29,weak
rrrrr,14,weak
66666666,0,weak
gggg,9,weak
2222222,0,weak
hhhh,9,weak
gggggggg,29,weak
cccccccc,29,weak
ggggg,14,weak
hhhhh,14,weak
xxxxx,14,weak
sssssss,24,weak
6666666,0,weak
ggggg,14,weak
xxxxxx,19,weak
iiii,9,weak
mmmmmmm,24,weak
0000,0,weak
ppppppp,24,weak
vvvvvv,19,weak
66666,0,weak
ffffff,19,weak
xxxxxxx,24,weak
xxxxx,14,weak
jjjjjjjj,29,weak
00000,0,weak
iiiiiii,24,weak
0000000,0,weak
33333333,0,weak
xxxx,9,weak
22222,0,weak
aaaaaaaa,29,weak
eeee,9,weak
vvvvvv,19,weak
zzzzz,14,weak
1111,0,weak
zzzz,9,weak
jjjjjjjj,29,weak
dddddddd,29,weak
sssssss,24,weak
zzzzzzzz,29,weak
tttttt,19,weak
wwww,9,weak
rrrrrrrr,29,weak
jjjjjjj,24,weak
22222,0,weak
88888888,0,weak
222222,0,weak
zzzzz,14,weak
tttt,9,weak
cccccccc,29,weak
vvvvvvv,24,weak
iiiiiiii,29,weak
888888,0,weak
nnnn,9,weak
66666666,0,weak
tttttttt,29,weak
vvvvv,14,weak
bbbb,9,weak
88888888,0,weak
qqqqq,14,weak
ttttttt,24,weak
6666,0,weak
dddddd,19,weak
qqqqqqqq,29,weak
wwww,9,weak
dddd,9,weak
222222,0,weak
aaaaaaa,24,weak
vvvvv,14,weak
88888888,0,weak
oooooo,19,weak
tttttt,19,weak
iiiiiii,24,weak
77777,0,weak
gggggg,19,weak
77777777,0,weak
mmmmmm,19,weak
3333,0,weak
jjjjjjj,24,weak
0000,0,weak
ffff,9,weak
11111,0,weak
44444,0,weak
2222,0,weak
xxxxxxxx,29,weak
zzzzzzzz,29,weak
99999999,0,weak
zzzzzz,19,weak
5555555,0,weak
2222222,0,weak
00000,0,weak
jjjjjjjj,29,weak
iiiiiii,24,weak
33333,0,weak
66666666,0,weak
hhhhh,14,weak
3333333,0,weak
ccccc,14,weak
999999,0,weak
hhhhhhhh,29,weak
0000,0,weak
hhhhhh,19,weak
ssss,9,weak
77777,0,weak
hhhhhh,19,weak
tttttt,19,weak
tttttt,19,weak
5555,0,weak
15088,0,weak
17050,0,weak
4559,0,weak
4767544,4,weak
1706639,4,weak
598768,0,weak
5775,0,weak
6095,0,weak
9575,0,weak
1910,0,weak
27848,0,weak
408044,0,weak
309521,0,weak
1960,0,weak
172018,0,weak
381275,0,weak
5592350,4,weak
4282,0,weak
2573,0,weak
4857151,4,weak
54940,0,weak
9661092,4,weak
833655,0,weak
1500,0,weak
8798,0,weak
69363,0,weak
972632,0,weak
066049,0,weak
48775,0,weak
5884,0,weak
3883,0,weak
88913,0,weak
42029,0,weak
186829,0,weak
047609,0,weak
1251176,4,weak
01025,0,weak
87280,0,weak
680466,0,weak
492643,0,weak
8224,0,weak
3338892,0,weak
9913060,4,weak
8563212,4,weak
885205,0,weak
7650003,0,weak
7080,0,weak
0652307,4,weak
87644,0,weak
8639743,4,weak
10758,0,weak
62474,0,weak
10155,0,weak
387133,0,weak
956128,0,weak
4129,0,weak
3669,0,weak
853231,0,weak
4966,0,weak
6279372,4,weak
80035,0,weak
21570,0,weak
1222,0,weak
35108,0,weak
0637,0,weak
3243,0,weak
699988,0,weak
1811,0,weak
6346975,4,weak
730788,0,weak
2046057,4,weak
443367,0,weak
4567628,0,weak
8338593,4,weak
1043,0,weak
4644,0,weak
3420420,4,weak
2550,0,weak
900021,0,weak
277816,0,weak
97790,0,weak
239987,0,weak
4571,0,weak
2722554,4,weak
3084944,4,weak
3519,0,weak
4632,0,weak
6475307,4,weak
19366,0,weak
9235115,4,weak
6316186,4,weak
1092,0,weak
25430,0,weak
841154,0,weak
3928,0,weak
474695,0,weak
2010385,4,weak
4572847,4,weak
388416,0,weak
4915392,4,weak
26296,0,weak
94713,0,weak
5741,0,weak
54067,0,weak
3310271,4,weak
4052918,4,weak
10125,0,weak
1602417,4,weak
40656,0,weak
3300,0,weak
7932049,4,weak
860908,0,weak
70583,0,weak
69342,0,weak
3143,0,weak
2262608,4,weak
3591598,4,weak
20363,0,weak
36838,0,weak
0094575,4,weak
2683,0,weak
7603212,4,weak
2794,0,weak
137074,0,weak
727320,0,weak
86285,0,weak
40801,0,weak
91157,0,weak
20737,0,weak
46359,0,weak
27093,0,weak
44641,0,weak
0387951,4,weak
24436,0,weak
3719,0,weak
0574,0,weak
9934654,4,weak
9191,0,weak
9773763,4,weak
6972,0,weak
9370,0,weak
24626,0,weak
07693,0,weak
5148,0,weak
655857,0,weak
1578,0,weak
793398,0,weak
0744,0,weak
713711,0,weak
4810,0,weak
81984,0,weak
8123,0,weak
002470,0,weak
705905,0,weak
3592,0,weak
4343898,4,weak
630331,0,weak
8489015,4,weak
36644,0,weak
06936,0,weak
9762,0,weak
4604999,0,weak
7211,0,weak
1736,0,weak
1416227,4,weak
1909,0,weak
972248,0,weak
6964,0,weak
897663,0,weak
6794222,0,weak
0797,0,weak
5133,0,weak
3513,0,weak
3367562,4,weak
0838226,4,weak
61687,0,weak
391974,0,weak
47393,0,weak
89279,0,weak
87289,0,weak
95369,0,weak
3526183,4,weak
37809,0,weak
411621,0,weak
81638,0,weak
6919,0,weak
6103491,4,weak
596402,0,weak
3517796,4,weak
7862,0,weak
3104650,4,weak
2771464,4,weak
00971,0,weak
3875,0,weak
5577,0,weak
7261,0,weak
04305,0,weak
02701,0,weak
354903,0,weak
645659,0,weak
656600,0,weak
28962,0,weak
274526,0,weak
40246,0,weak
07961,0,weak
565183,0,weak
3922564,4,weak
633282,0,weak
0929,0,weak
1738,0,weak
0352200,4,weak
933795,0,weak
4105113,4,weak
079726,0,weak
1975249,4,weak
38943,0,weak
6020,0,weak
0298,0,weak
9457,0,weak
4665101,4,weak
7772,0,weak
6968,0,weak
13130,0,weak
3319257,4,weak
2420,0,weak
2396804,4,weak
0042137,4,weak
3140511,4,weak
0724338,4,weak
148134,0,weak
871214,0,weak
911462,0,weak
4461773,4,weak
1971306,4,weak
6397,0,weak
4204671,4,weak
789281,0,weak
7519,0,weak
21099,0,weak
0183579,4,weak
34563,0,weak
397281,0,weak
0724,0,weak
4243,0,weak
0058,0,weak
387562,0,weak
238171,0,weak
14096,0,weak
792701,0,weak
878533,0,weak
9049,0,weak
1292,0,weak
7673,0,weak
1737,0,weak
6205509,4,weak
5728221,4,weak
02018,0,weak
27628,0,weak
0363,0,weak
9821,0,weak
308829,0,weak
20689,0,weak
7692,0,weak
82258,0,weak
1273901,4,weak
81591,0,weak
011360,0,weak
4464,0,weak
78630,0,weak
7602,0,weak
2957,0,weak
9173,0,weak
2454,0,weak
34252,0,weak
0051,0,weak
1904162,4,weak
6794929,4,weak
361998,0,weak
15561,0,weak
628243,0,weak
870091,0,weak
33774,0,weak
1471,0,weak
913346,0,weak
6619935,4,weak
5835456,4,weak
72090,0,weak
9903888,0,weak
485942,0,weak
01973,0,weak
6401,0,weak
4511,0,weak
00581,0,weak
41594,0,weak
460106,0,weak
50868,0,weak
957419,0,weak
9126217,4,weak
8436,0,weak
1861106,4,weak
025057,0,weak
129205,0,weak
5703,0,weak
032317,0,weak
970471,0,weak
07480,0,weak
14807,0,weak
86719,0,weak
412690,0,weak
2969590,4,weak
1859,0,weak
4412,0,weak
2301,0,weak
2428611,4,weak
0848913,4,weak
365286,0,weak
7280,0,weak
2130,0,weak
8634581,4,weak
79971,0,weak
036271,0,weak
0146306,4,weak
0879220,4,weak
2600427,4,weak
5628093,4,weak
134461,0,weak
3630750,4,weak
39977,0,weak
089437,0,weak
2799866,4,weak
0716,0,weak
62216,0,weak
3333,0,weak
6644,0,weak
849394,0,weak
155386,0,weak
6799008,4,weak
6644,0,weak
6586,0,weak
2751893,4,weak
4877032,4,weak
263996,0,weak
9401,0,weak
857315,0,weak
2916885,4,weak
93743,0,weak
40856,0,weak
8625920,4,weak
0716595,4,weak
7146,0,weak
162187,0,weak
7629665,4,weak
1911,0,weak
804383,0,weak
7446248,4,weak
8101560,4,weak
946517,0,weak
1005,0,weak
23801,0,weak
7924,0,weak
3527,0,weak
4992187,4,weak
1751274,4,weak
4786645,4,weak
884892,0,weak
2869301,4,weak
412231,0,weak
130347,0,weak
53651,0,weak
798656,0,weak
3318494,4,weak
4652,0,weak
2689,0,weak
2848906,4,weak
4843,0,weak
745363,0,weak
4698912,4,weak
1987,0,weak
11939,0,weak
9827,0,weak
0326,0,weak
2114187,4,weak
6652442,4,weak
2220586,0,weak
60426,0,weak
8112558,4,weak
768119,0,weak
9857121,4,weak
951411,0,weak
8106,0,weak
3153234,4,weak
020674,0,weak
112651,0,weak
6920,0,weak
5252,0,weak
3178227,4,weak
672019,0,weak
7861613,4,weak
1043120,4,weak
5954,0,weak
40062,0,weak
51103,0,weak
479243,0,weak
8335,0,weak
1670986,4,weak
30564,0,weak
71969,0,weak
9819335,4,weak
305364,0,weak
5731091,4,weak
52514,0,weak
7002,0,weak
0346,0,weak
0187,0,weak
97174,0,weak
2092,0,weak
4902335,4,weak
817241,0,weak
056538,0,weak
0565633,4,weak
4405947,4,weak
753688,0,weak
7340,0,weak
8029158,4,weak
6815577,4,weak
59186,0,weak
33904,0,weak
10610,0,weak
10539,0,weak
498858,0,weak
8646186,4,weak
56242,0,weak
9463,0,weak
4812,0,weak
5036,0,weak
0994729,4,weak
582955,0,weak
63737,0,weak
27339,0,weak
3465975,4,weak
65558,0,weak
0810,0,weak
4632,0,weak
18739,0,weak
0207,0,weak
7689363,4,weak
14627,0,weak
8815662,4,weak
83450,0,weak
69751,0,weak
54365,0,weak
84685,0,weak
72126,0,weak
082833,0,weak
90589,0,weak
306149,0,weak
604280,0,weak
57968,0,weak
48568,0,weak
3047,0,weak
8417,0,weak
0564,0,weak
782907,0,weak
58675,0,weak
3317,0,weak
11693,0,weak
402527,0,weak
9078,0,weak
0423,0,weak
91366,0,weak
2547,0,weak
884335,0,weak
52650,0,weak
7622192,4,weak
17702,0,weak
6414023,4,weak
0830,0,weak
3021403,4,weak
997382,0,weak
73844,0,weak
8599,0,weak
894555,0,weak
94929,0,weak
790253,0,weak
0222670,0,weak
532144,0,weak
0365450,4,weak
942724,0,weak
61601,0,weak
1543,0,weak
07226,0,weak
502151,0,weak
2338,0,weak
0420639,4,weak
496109,0,weak
1237,0,weak
935617,0,weak
9995,0,weak
5187665,4,weak
282227,0,weak
239649,0,weak
3359664,4,weak
2899296,4,weak
67314,0,weak
56788,0,weak
1477,0,weak
7104691,4,weak
9345718,4,weak
569073,0,weak
9674777,0,weak
1056,0,weak
3455902,4,weak
055592,0,weak
3118792,4,weak
560212,0,weak
2192612,4,weak
128709,0,weak
08029,0,weak
7582178,4,weak
8401269,4,weak
7201,0,weak
265773,0,weak
4973,0,weak
9625,0,weak
62187,0,weak
160572,0,weak
0521423,4,weak
64613,0,weak
86465,0,weak
2298744,4,weak
61431,0,weak
7748442,4,weak
228453,0,weak
484204,0,weak
38345,0,weak
57196,0,weak
60780,0,weak
975653,0,weak
98372,0,weak
93279,0,weak
8755,0,weak
0206607,4,weak
6172007,4,weak
0759053,4,weak
747340,0,weak
3424227,4,weak
39797,0,weak
4507,0,weak
3563890,4,weak
29504,0,weak
5870447,4,weak
06582,0,weak
77536,0,weak
445779,0,weak
6371714,4,weak
0418,0,weak
1840197,4,weak
563615,0,weak
89364,0,weak
99781,0,weak
0410931,4,weak
5304,0,weak
06830,0,weak
28853,0,weak
9562512,4,weak
21757,0,weak
586976,0,weak
2022961,4,weak
8380546,4,weak
372377,0,weak
355889,0,weak
785476,0,weak
6188734,4,weak
31704,0,weak
03032,0,weak
6024,0,weak
9720,0,weak
8996,0,weak
1765136,4,weak
71808,0,weak
0600,0,weak
916088,0,weak
819730,0,weak
4601712,4,weak
42151,0,weak
3514,0,weak
5410,0,weak
1597,0,weak
2307,0,weak
36987,0,weak
33225,0,weak
2181262,4,weak
3375861,4,weak
1594662,4,weak
658707,0,weak
229564,0,weak
5335076,4,weak
1439,0,weak
93410,0,weak
5674276,4,weak
6398795,4,weak
4255113,4,weak
95167,0,weak
9378,0,weak
3462131,4,weak
47157,0,weak
4346,0,weak
96877,0,weak
3393,0,weak
887430,0,weak
6908123,4,weak
6796,0,weak
40303,0,weak
42380,0,weak
1351837,4,weak
8035344,4,weak
4047189,4,weak
778911,0,weak
5361395,4,weak
56844,0,weak
1438,0,weak
232851,0,weak
442017,0,weak
2007642,4,weak
6288754,4,weak
3067,0,weak
3909,0,weak
409268,0,weak
9759657,4,weak
3474,0,weak
26696,0,weak
027624,0,weak
027267,0,weak
5633903,4,weak
818451,0,weak
2089653,4,weak
75374,0,weak
0613490,4,weak
542916,0,weak
0295,0,weak
87995,0,weak
745331,0,weak
552472,0,weak
1840876,4,weak
3694,0,weak
6169,0,weak
9325403,4,weak
5881381,4,weak
32824,0,weak
64214,0,weak
8889,0,weak
49006,0,weak
8042717,4,weak
4808,0,weak
3756,0,weak
7187577,4,weak
439720,0,weak
4777,0,weak
247655,0,weak
12233,0,weak
375376,0,weak
76123,0,weak
02352,0,weak
4996555,0,weak
8415180,4,weak
3322,0,weak
6349,0,weak
8875,0,weak
73069,0,weak
2985,0,weak
9052,0,weak
719827,0,weak
06501,0,weak
9132,0,weak
55457,0,weak
704440,0,weak
52049,0,weak
7186407,4,weak
415592,0,weak
36561,0,weak
43941,0,weak
7608,0,weak
651772,0,weak
351365,0,weak
31311,0,weak
35454,0,weak
229833,0,weak
833570,0,weak
0461428,4,weak
27233,0,weak
3512581,4,weak
17959,0,weak
7397,0,weak
26316,0,weak
542480,0,weak
8855543,0,weak
586178,0,weak
937723,0,weak
43672,0,weak
1648,0,weak
8093,0,weak
9983523,4,weak
7597,0,weak
78096,0,weak
77424,0,weak
60635,0,weak
8426303,4,weak
22634,0,weak
75388,0,weak
11315,0,weak
7593,0,weak
962192,0,weak
70891,0,weak
0882041,4,weak
5195551,0,weak
14673,0,weak
20545,0,weak
0349133,4,weak
4839,0,weak
6880,0,weak
780810,0,weak
14052,0,weak
341199,0,weak
39702,0,weak
6923738,4,weak
7145,0,weak
10809,0,weak
9448,0,weak
1663491,4,weak
960485,0,weak
21920,0,weak
7262,0,weak
163965,0,weak
714659,0,weak
7767,0,weak
06823,0,weak
5436,0,weak
4265127,4,weak
382845,0,weak
6350,0,weak
405098,0,weak
5283,0,weak
5999188,0,weak
16717,0,weak
55055,0,weak
31166,0,weak
59420,0,weak
2998419,4,weak
0762,0,weak
0418,0,weak
31452,0,weak
092817,0,weak
21236,0,weak
575248,0,weak
1877890,0,weak
145867,0,weak
219653,0,weak
8946827,4,weak
963623,0,weak
1824,0,weak
6177583,4,weak
0186009,4,weak
36943,0,weak
3785,0,weak
9867,0,weak
2163,0,weak
987828,0,weak
392736,0,weak
715867,0,weak
714035,0,weak
33904,0,weak
6728434,4,weak
793159,0,weak
753610,0,weak
8133138,4,weak
693282,0,weak
62489,0,weak
84812,0,weak
8445,0,weak
48568,0,weak
7798239,4,weak
33918,0,weak
75099,0,weak
5182379,4,weak
45064,0,weak
0904684,4,weak
03922,0,weak
7479,0,weak
2456358,4,weak
1563067,4,weak
570041,0,weak
26711,0,weak
7304768,4,weak
6130378,4,weak
0223604,4,weak
5069,0,weak
6009,0,weak
0309,0,weak
891612,0,weak
061314,0,weak
58469,0,weak
8323,0,weak
51011,0,weak
995341,0,weak
3328,0,weak
70094,0,weak
8069,0,weak
7621726,4,weak
4001563,4,weak
765093,0,weak
67503,0,weak
35864,0,weak
56024,0,weak
87022,0,weak
0391,0,weak
028899,0,weak
38012,0,weak
845862,0,weak
408381,0,weak
2060716,4,weak
6194,0,weak
51797,0,weak
2282738,4,weak
95419,0,weak
4103060,4,weak
6415097,4,weak
77001,0,weak
932631,0,weak
526370,0,weak
0255190,4,weak
4561,0,weak
311235,0,weak
7126506,4,weak
9626476,4,weak
394915,0,weak
227932,0,weak
30814,0,weak
91624,0,weak
4494361,4,weak
27597,0,weak
957462,0,weak
45499,0,weak
0251351,4,weak
0251967,4,weak
5813277,4,weak
3967867,4,weak
0983,0,weak
3921,0,weak
30639,0,weak
4721591,4,weak
1945662,4,weak
96147,0,weak
84475,0,weak
951899,0,weak
898013,0,weak
9199162,4,weak
3946,0,weak
9325990,4,weak
902344,0,weak
2966,0,weak
519670,0,weak
1436233,4,weak
4397542,4,weak
9063518,4,weak
2105,0,weak
78008,0,weak
1684,0,weak
711717,0,weak
1704,0,weak
27361,0,weak
74747,0,weak
4509,0,weak
159670,0,weak
87238,0,weak
652487,0,weak
6927,0,weak
0490,0,weak
0770705,4,weak
669573,0,weak
744739,0,weak
21648,0,weak
989484,0,weak
73987,0,weak
9630761,4,weak
20421,0,weak
3395247,4,weak
4846319,4,weak
6154249,4,weak
33665,0,weak
336154,0,weak
4423,0,weak
99694,0,weak
553113,0,weak
76825,0,weak
3831,0,weak
046892,0,weak
3177374,4,weak
63841,0,weak
943828,0,weak
95177,0,weak
55237,0,weak
2220,0,weak
0491655,4,weak
122741,0,weak
30034,0,weak
37566,0,weak
1676370,4,weak
7749,0,weak
15927,0,weak
347455,0,weak
6502178,4,weak
26508,0,weak
40799,0,weak
53760,0,weak
466505,0,weak
24308,0,weak
31066,0,weak
551263,0,weak
836449,0,weak
2131927,4,weak
868830,0,weak
58253,0,weak
88293,0,weak
437945,0,weak
01000,0,weak
9933,0,weak
03697,0,weak
040783,0,weak
499916,0,weak
8911,0,weak
48620,0,weak
0623304,4,weak
4950072,4,weak
722691,0,weak
8905857,4,weak
77203,0,weak
5397536,4,weak
1443287,4,weak
6490219,4,weak
4568399,4,weak
55817,0,weak
97838,0,weak
9555,0,weak
961273,0,weak
3839,0,weak
2347164,4,weak
78974,0,weak
6373,0,weak
50800,0,weak
2860,0,weak
9434633,4,weak
36965,0,weak
9432477,4,weak
4589,0,weak
9397020,4,weak
77947,0,weak
64357,0,weak
2401879,4,weak
0125857,4,weak
564921,0,weak
646904,0,weak
07897,0,weak
3285,0,weak
2479117,4,weak
4360,0,weak
614254,0,weak
0864,0,weak
98115,0,weak
49320,0,weak
51023,0,weak
0071650,4,weak
32426,0,weak
4036581,4,weak
81749,0,weak
5278,0,weak
984703,0,weak
0693687,4,weak
49548,0,weak
25405,0,weak
0081633,4,weak
6938698,4,weak
5386696,4,weak
40435,0,weak
2222,0,weak
39953,0,weak
136256,0,weak
78172,0,weak
752451,0,weak
627816,0,weak
3379432,4,weak
2989,0,weak
0824,0,weak
542964,0,weak
4311,0,weak
790015,0,weak
79628,0,weak
0362,0,weak
2267932,4,weak
5328,0,weak
2690792,4,weak
1242689,4,weak
123553,0,weak
28441,0,weak
8707264,4,weak
346863,0,weak
6637,0,weak
23278,0,weak
6409264,4,weak
3334,0,weak
9022394,4,weak
25551,0,weak
9370,0,weak
06009,0,weak
1148141,4,weak
2006,0,weak
24410,0,weak
60727,0,weak
7531,0,weak
20875,0,weak
5831,0,weak
1188522,4,weak
77160,0,weak
